Artist 275/948 | Stage Name: Lee Hyun | Full Name: Lee Hyun | Gender: Male | Birth Year: 1983-11-08 | Age: 42 | Birth Place: South Korea | Nationality: Korean | Occupation(s):  | Years Active: 2007–present | Group: 8Eight | Genre: K-pop | 
Artist 276/948 | Stage Name: Lee Hyun-jae (actor) | Full Name: Lee Hyun-jae | Gender: Male | Birth Year: 1988-04-12 | Age: 37 | Birth Place: Icheon, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 2009–present | Group: None | Genre: K-pop | 
Artist 277/948 | Stage Name: Lee Jae-hoon (singer) | Full Name: Lee Jae-hoon | Gender: Male | Birth Year: 1974-07-30 | Age: 51 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 1994-present | Group: Cool | Genre: K-pop, dance, ballad | 
Artist 278/948 | Stage Name: Lee Jae-jin (musician, born 1991) | Full Name: Lee Jae-jin | Gender: Male | Birth Year: 1991-12-17 | Age: 34 | Birth Place: Cheongju, South Korea | Nationality: Korean | Occupation(s): Musician, bassist, songwriter, composer, actor | Years Active: 2007–present | Group: F.T. Island | Genre: K-rock, pop rock | 
Artist 279/948 | Stage Name: Lee Jae-won (singer) | Full Name: Lee Jae-won | Gender: Male | Birth Year: 1980-04-05 | Age: 45 | Birth Place: Gangdong-gu, Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, rapper, DJ | Years Active: 1996–present | Group: H.O.T. | Genre: K-pop, dance, hip hop | 
Artist 280/948 | Stage Name: Lee Jae-yoon (singer) | Full Name: Lee Jae-yoon | Gender: Male | Birth Year: 1994-08-09 | Age: 31 | Birth Place: Busan, South Korea | Nationality: Korean | Occupation(s): Singer, dancer, actor | Years Active: 2016–present | Group: SF9 | Genre: K-pop, dance pop, R&B, hip hop | 
Artist 281/948 | Stage Name: Lee Jai-jin (musician, born 1979) | Full Name: Lee Jai-jin | Gender: Unknown | Birth Year: 1979-07-13 | Age: 46 | Birth Place: Busan, South Korea | Nationality: Korean | Occupation(s): Singer, dancer | Years Active: 1997–present | Group: Sechs Kies | Genre: K-pop, dance-pop, hip hop, R&B | 
Artist 282/948 | Stage Name: Lee Jin-hyuk | Full Name: Lee Sung-joon | Gender: Male | Birth Year: 1996-06-08 | Age: 29 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Rapper, singer, actor | Years Active: 2015–present | Group: UP10TION | Genre: K-pop, hip hop, electronica | 
Artist 283/948 | Stage Name: Lee Jong-hwa (actor) | Full Name: Lee Jong-hwa | Gender: Male | Birth Year: 1994-02-15 | Age: 32 | Birth Place: Busan, South Korea | Nationality: South Korean | Occupation(s): Actor, singer, model | Years Active: 2014–present | Group: None | Genre: K-pop, R&B, dance-pop, Hip hop | 
Artist 284/948 | Stage Name: Lee Jong-hyun | Full Name: Lee Jong-hyun | Gender: Male | Birth Year: 1990-05-15 | Age: 35 | Birth Place: Busan, South Korea | Nationality: Korean | Occupation(s): Guitarist, musician, singer, songwriter, actor | Years Active: 2009–2019 | Group: CNBLUE | Genre: Rock, pop, electronic | 
Artist 285/948 | Stage Name: Lee Joon | Full Name: Lee Chang-sun | Gender: Male | Birth Year: 1988-02-07 | Age: 38 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Actor, singer | Years Active: 2008–present | Group: MBLAQ | Genre: K-pop, EDM, R&B | 
Artist 286/948 | Stage Name: Lee Jun-ho | Full Name: Lee Jun-ho | Gender: Male | Birth Year: 1990-01-25 | Age: 36 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer-songwriter, actor | Years Active: 2008–present | Group: 2PM | Genre: K-pop, J-pop, R&B, hip-hop, electronic | 
Artist 287/948 | Stage Name: Lee Jun-young | Full Name: Lee Jun-young | Gender: Male | Birth Year: 1997-01-22 | Age: 29 | Birth Place: Uijeongbu, South Korea | Nationality: Korean | Occupation(s): Singer, rapper, actor, hip-hop dancer, MC | Years Active: 2014–present | Group: U-KISS | Genre: K-pop, J-pop | 
Artist 288/948 | Stage Name: Lee Jung | Full Name: Lee Jung-hee | Gender: Male | Birth Year: 1981-10-24 | Age: 44 | Birth Place: Seongnam, Gyeonggi Province, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 2002–present | Group: Koyote | Genre: K-pop, dance, hip hop | 
Artist 289/948 | Stage Name: Lee Jung-shin | Full Name: Lee Jung-shin | Gender: Male | Birth Year: 1991-09-15 | Age: 34 | Birth Place: Ilsan, South Korea | Nationality: Korean | Occupation(s): Bassist, singer, rapper, actor, presenter | Years Active: 2009–present | Group: CNBLUE | Genre: Rock, pop, electronic | 
Artist 290/948 | Stage Name: Lee Ki-seop | Full Name: Lee Ki-seop | Gender: Male | Birth Year: 1991-01-17 | Age: 35 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer | Years Active: 2009–present | Group: U-KISS | Genre: K-pop, J-pop | 
Artist 291/948 | Stage Name: Lee Know | Full Name: Lee Min-ho | Gender: Male | Birth Year: 1998-10-25 | Age: 27 | Birth Place: Gimpo, Gyeonggi Province, South Korea | Nationality: Korean | Occupation(s): Singer, dancer | Years Active: 2017–present | Group: Stray Kids | Genre: K-pop, hip-hop, electronic | 
Artist 292/948 | Stage Name: Lee Min-hyuk (rapper, born 1990) | Full Name: Lee Min-hyuk | Gender: Male | Birth Year: 1990-11-29 | Age: 35 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Rapper, singer, songwriter, music producer, actor, presenter, DJ | Years Active: 2012–present | Group: BtoB | Genre: K-pop, dance-pop, R&B, ballad, jazz, J-pop | 
Artist 293/948 | Stage Name: Lee Min-hyuk (singer, born 1993) | Full Name: Lee Min-hyuk | Gender: Male | Birth Year: 1993-11-03 | Age: 32 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, MC | Years Active: 2015–present | Group: Monsta X | Genre: K-pop, hip hop, trap, EDM, R&B | 
Artist 294/948 | Stage Name: Lee Min-woo | Full Name: Lee Min-woo | Gender: Male | Birth Year: 1979-07-28 | Age: 46 | Birth Place: Jeonju, North Jeolla, South Korea | Nationality: Korean | Occupation(s): Singer, Actor, Entrepreneur | Years Active: 1998–present | Group: Shinhwa | Genre: K-pop, R&B, dance, hip-hop, electropop | 
Artist 295/948 | Stage Name: Lee Sang-min (singer) | Full Name: Lee Sang-min | Gender: Male | Birth Year: 1973-06-24 | Age: 52 | Birth Place: Yeongdeungpo District, Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, record producer, television host | Years Active: 1994–present | Group: None | Genre: K-pop | 
Artist 296/948 | Stage Name: Lee Seok-hoon (singer) | Full Name: Lee Seok-hoon | Gender: Male | Birth Year: 1984-02-21 | Age: 42 | Birth Place: Pohang, South Korea | Nationality: South Korean | Occupation(s):  | Years Active: 2006–present | Group: SG Wannabe | Genre: Kpop, R&B, ballad | 
Artist 297/948 | Stage Name: Lee Seong-jong | Full Name: Lee Seong-jong | Gender: Male | Birth Year: 1993-09-03 | Age: 32 | Birth Place: Gwangju, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 2010–present | Group: Infinite | Genre: K-pop, Synth-pop, Pop rock, R&B, electronic | 
Artist 298/948 | Stage Name: Lee Seung-gi | Full Name: Lee Seung-gi | Gender: Male | Birth Year: 1987-01-13 | Age: 39 | Birth Place: Dobong District, Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, actor, host, entertainer | Years Active: 2004–present | Group: None | Genre: K-pop | 
Artist 299/948 | Stage Name: Lee Seung-hoon (rapper) | Full Name: Lee Seung-hoon | Gender: Male | Birth Year: 1992-01-11 | Age: 34 | Birth Place: Dongnae District, Busan, South Korea | Nationality: Korean | Occupation(s): Rapper, dancer | Years Active: 2014–present | Group: Winner | Genre: K-pop, R&B, Hip-hop | 
Artist 300/948 | Stage Name: Lee Seung-hyub | Full Name: Lee Seung-hyub | Gender: Male | Birth Year: 1992-10-31 | Age: 33 | Birth Place: Daegu, South Korea | Nationality: Korean | Occupation(s): Singer, instrumentalist, actor, songwriter | Years Active: 2013  –present | Group: N.Flying | Genre: Rap rock, Pop rock, Alternative rock | 
Artist 301/948 | Stage Name: Lee Sung-min (singer) | Full Name: Lee Sung-min | Gender: Male | Birth Year: 1986-01-01 | Age: 40 | Birth Place: Ilsan-gu, Goyang, South Korea | Nationality: Korean | Occupation(s): Singer, actor, songwriter | Years Active: 2005–present | Group: Super Junior | Genre: K-pop, dance-pop, electropop, R&B, hip hop | 
Artist 302/948 | Stage Name: Lee Sung-yeol | Full Name: Lee Sung-yeol | Gender: Male | Birth Year: 1991-08-27 | Age: 34 | Birth Place: Yongin, Gyeonggi-do, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2010–present | Group: Infinite | Genre: K-pop, Synth-pop, Pop rock, R&B, electronic | 
Artist 303/948 | Stage Name: Lee Tae-hwan | Full Name: Lee Tae-hwan | Gender: Male | Birth Year: 1995-02-21 | Age: 31 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Actor, singer, model | Years Active: 2013–present | Group: None | Genre: K-pop | 
Artist 304/948 | Stage Name: Lee Tae-vin | Full Name: Lee Tae-vin | Gender: Male | Birth Year: 1996-01-22 | Age: 30 | Birth Place: Busan, South Korea | Nationality: Korean | Occupation(s): Actor, singer, rapper, dancer | Years Active: 2017–present | Group: None | Genre: K-pop | 
Artist 305/948 | Stage Name: Lee You-jin (actor) | Full Name: Lee You-jin | Gender: Male | Birth Year: 1992-04-06 | Age: 33 | Birth Place: Goyang, Gyeonggi Province, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 2011–present | Group: None | Genre: K-pop | 
Artist 306/948 | Stage Name: Leeteuk | Full Name: Park Jeong-su | Gender: Male | Birth Year: 1983-07-01 | Age: 42 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, television presenter, radio personality, actor | Years Active: 2005–present | Group: Super Junior | Genre: K-pop, dance-pop, electropop, R&B, hip hop | 
Artist 307/948 | Stage Name: Leo (singer) | Full Name: Jung Taek-woon | Gender: Male | Birth Year: 1990-11-10 | Age: 35 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, actor | Years Active: 2012–present | Group: VIXX | Genre: K-pop | 
Artist 308/948 | Stage Name: Le'v | Full Name: Wang Zihao | Gender: Male | Birth Year: 2001-03-06 | Age: 24 | Birth Place: Henan, China | Nationality: Chinese | Occupation(s):  | Years Active: 2023–present | Group: None | Genre: K-pop | 
Artist 309/948 | Stage Name: Li Wenhan | Full Name: Li Wenhan | Gender: Male | Birth Year: 1994-07-22 | Age: 31 | Birth Place: Hangzhou, Zhejiang, China | Nationality: Chinese | Occupation(s): Singer, actor | Years Active: 2014–present | Group: UNIQ | Genre: K-pop, mandopop, dance | 
Artist 310/948 | Stage Name: Lil Boi | Full Name: Oh Seung-taek | Gender: Male | Birth Year: 1991-06-07 | Age: 34 | Birth Place: Yeosu, South Korea | Nationality: Korean | Occupation(s):  | Years Active: Not found | Group: Geeks | Genre: Hip hop | 
Artist 311/948 | Stage Name: Lim Seul-ong | Full Name: Lim Seul-ong | Gender: Male | Birth Year: 1987-05-11 | Age: 38 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2008–present | Group: 2AM | Genre: K-pop, R&B, soul | 
Artist 312/948 | Stage Name: Louie (rapper) | Full Name: Hwang Mun-seob | Gender: Male | Birth Year: 1990-04-30 | Age: 35 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Rapper | Years Active: 2011–present | Group: Geeks | Genre: Hip hop | 
Artist 313/948 | Stage Name: Lu Han | Full Name: Lu Han | Gender: Male | Birth Year: 1990-04-20 | Age: 35 | Birth Place: Beijing, China | Nationality: Chinese | Occupation(s): Singer, dancer, actor | Years Active: 2011–present | Group: Exo | Genre: K-pop, R&B, hip hop, EDM, electropop, dance-pop | 
Artist 314/948 | Stage Name: Lucas (rapper) | Full Name: Wong Yuk-hei | Gender: Male | Birth Year: 1999-01-25 | Age: 27 | Birth Place: Hong Kong | Nationality: Chinese | Occupation(s): Rapper, singer, model | Years Active: 2018–present | Group: SuperM | Genre: K-pop, dance-pop, hip hop, R&B | 
Artist 315/948 | Stage Name: Mark (rapper) | Full Name: Mark Lee | Gender: Male | Birth Year: 1999-08-02 | Age: 26 | Birth Place: Toronto, Ontario, Canada | Nationality: Canadian | Occupation(s): Rapper, dancer, singer, songwriter | Years Active: 2013–present | Group: NCT | Genre: K-pop, C-pop, J-pop, Hip hop, R&B, EDM | 
Artist 316/948 | Stage Name: Mikey (singer) | Full Name: Cho Myung-ik | Gender: Unknown | Birth Year: 1980-01-30 | Age: 46 | Birth Place: South Korea | Nationality: Korean | Occupation(s):  | Years Active: Not found | Group: Turbo | Genre: K-pop, dance, hip hop | 
Artist 317/948 | Stage Name: Min Kyung-hoon | Full Name: Min Kyung-hoon | Gender: Male | Birth Year: 1984-10-06 | Age: 41 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, Entertainer, Lyricist | Years Active: 2003–present | Group: Buzz | Genre: Rock, pop-rock, power ballad | 
Artist 318/948 | Stage Name: Mingyu | Full Name: Kim Min-gyu | Gender: Male | Birth Year: 1997-04-06 | Age: 28 | Birth Place: Anyang, Gyeonggi, South Korea | Nationality: Korean | Occupation(s): Rapper, singer, songwriter | Years Active: 2015–present | Group: Seventeen | Genre: K-pop | 
Artist 319/948 | Stage Name: Mino (rapper) | Full Name: Song Min-ho | Gender: Male | Birth Year: 1993-03-30 | Age: 32 | Birth Place: Yongin, South Korea | Nationality: Korean | Occupation(s): Rapper, singer, songwriter, producer, artist, actor | Years Active: 2011–present | Group: Winner | Genre: K-pop, R&B, Hip-hop | 
Artist 320/948 | Stage Name: Minos (rapper) | Full Name: Choi Min-ho | Gender: Male | Birth Year: 1983-02-17 | Age: 43 | Birth Place: Unknown | Nationality: Korean | Occupation(s):  | Years Active: 1999–present | Group: Eluphant | Genre: Korean hip hop | 
Artist 321/948 | Stage Name: Mir (singer) | Full Name: Bang Cheol-yong | Gender: Male | Birth Year: 1991-03-10 | Age: 34 | Birth Place: Bukha-myeon, Jangseong County, South Korea | Nationality: Korean | Occupation(s): Singer, dancer, rapper, actor | Years Active: 2009–2016 | Group: MBLAQ | Genre: K-pop, EDM, R&B | 
Artist 322/948 | Stage Name: Mithra Jin | Full Name: Choi Jin | Gender: Unknown | Birth Year: 1983-01-06 | Age: 43 | Birth Place: Goheung County, South Jeolla Province, South Korea | Nationality: Korean | Occupation(s): Not found | Years Active: 2001–present | Group: Epik High | Genre: Hip hop, alternative hip hop, K-pop | 
Artist 323/948 | Stage Name: MJ (South Korean singer) | Full Name: Kim Myung-jun | Gender: Male | Birth Year: 1994-03-05 | Age: 31 | Birth Place: Suwon, Gyeonggi, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2015–present | Group: Astro | Genre: K-pop, electropop, synth-pop, R&B | 
Artist 324/948 | Stage Name: Moonbin | Full Name: Moon Bin | Gender: Male | Birth Year: 1998-01-26 | Age: 28 | Birth Place: Cheongju, South Korea | Nationality: Korean | Occupation(s): Singer, actor, dancer | Years Active: 2009–2023 | Group: Astro | Genre: K-pop, electropop, synth-pop, R&B | 
Artist 325/948 | Stage Name: Moon Hee-joon | Full Name: Moon Hee-joon | Gender: Male | Birth Year: 1978-03-14 | Age: 47 | Birth Place: Gangnam District, Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, dancer, choreographer, TV host, composer | Years Active: 1996–present | Group: H.O.T. | Genre: K-pop, dance, hip hop | 
Artist 326/948 | Stage Name: Moon Ji-hoo | Full Name: Moon Ji-hoo | Gender: Male | Birth Year: 1991-04-29 | Age: 34 | Birth Place: South Korea | Nationality: South Korean | Occupation(s): Actor, singer, model | Years Active: 2012–present | Group: None | Genre: K-pop | 
Artist 327/948 | Stage Name: Moon Jong-up | Full Name: Moon Jong-up | Gender: Male | Birth Year: 1995-02-06 | Age: 31 | Birth Place: Siheung, Gyeonggi Province, South Korea | Nationality: Korean | Occupation(s): Singer, dancer, actor | Years Active: 2012–present | Group: None | Genre: K-pop | 
Artist 328/948 | Stage Name: Moon Joon-young | Full Name: Moon Joon-young | Gender: Male | Birth Year: 1989-02-09 | Age: 37 | Birth Place: Banghak-dong, Dobong District, Seoul, South Korea | Nationality: South Korean | Occupation(s):  | Years Active: 2010–present | Group: ZE:A | Genre: K-pop, dance | 
Artist 329/948 | Stage Name: Eric Mun | Full Name: Mun Jung-hyuk | Gender: Male | Birth Year: 1979-02-16 | Age: 47 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Rapper, songwriter, actor, record producer | Years Active: 1998–present | Group: Shinhwa | Genre: K-pop, R&B, dance, hip-hop, electropop | 
Artist 330/948 | Stage Name: N (singer) | Full Name: Cha Hak-yeon | Gender: Male | Birth Year: 1990-06-30 | Age: 35 | Birth Place: Changwon, South Korea | Nationality: Korean | Occupation(s): Singer, actor, presenter | Years Active: 2012–present | Group: VIXX | Genre: K-pop | 
Artist 331/948 | Stage Name: Eric Nam | Full Name: Eric Nam | Gender: Male | Birth Year: 1988-11-17 | Age: 37 | Birth Place: Atlanta, Georgia, U.S. | Nationality: Korean | Occupation(s): Singer, songwriter, television personality, actor | Years Active: 2011–present | Group: None | Genre: K-pop | 
Artist 332/948 | Stage Name: Nam Tae-hyun | Full Name: Nam Tae-hyun | Gender: Male | Birth Year: 1994-05-10 | Age: 31 | Birth Place: Hanam, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, record producer, radio DJ, actor | Years Active: 2014–present | Group: Winner | Genre: K-pop, R&B, Hip-hop | 
Artist 333/948 | Stage Name: Nam Woo-hyun | Full Name: Nam Woo-hyun | Gender: Male | Birth Year: 1991-02-08 | Age: 35 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, actor | Years Active: 2010–present | Group: Infinite | Genre: K-pop, Synth-pop, Pop rock, R&B, electronic | 
Artist 334/948 | Stage Name: Naul (singer) | Full Name: Yoo Na-ul | Gender: Male | Birth Year: 1978-09-23 | Age: 47 | Birth Place: Uijeongbu, Gyeonggi-do, South Korea | Nationality: Korean | Occupation(s): Singer | Years Active: 1999–present | Group: Brown Eyed Soul | Genre: K-pop, R&B | 
Artist 335/948 | Stage Name: Nichkhun | Full Name: Nichkhun Buck Horvejkul | Gender: Male | Birth Year: 1988-06-24 | Age: 37 | Birth Place: Rancho Cucamonga, California, U.S. | Nationality: Thai | Occupation(s): Rapper, singer, songwriter, actor, model | Years Active: 2008–present | Group: 2PM | Genre: K-pop, J-pop, R&B, hip-hop, electronic | 
Artist 336/948 | Stage Name: Niel (singer) | Full Name: Ahn Daniel | Gender: Male | Birth Year: 1994-08-16 | Age: 31 | Birth Place: Anyang, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter, actor | Years Active: 2004–present | Group: Teen Top | Genre: K-pop | 
Artist 337/948 | Stage Name: No Min-woo | Full Name: No Min-woo | Gender: Male | Birth Year: 1986-05-29 | Age: 39 | Birth Place: Japan | Nationality: Korean | Occupation(s): Actor, musician, singer, songwriter | Years Active: 2004–present | Group: None | Genre: K-pop | 
Artist 338/948 | Stage Name: David Oh (musician) | Full Name: David Oh | Gender: Male | Birth Year: 1991-06-29 | Age: 34 | Birth Place: San Francisco, California | Nationality: Korean | Occupation(s):  | Years Active: 2010-present | Group: None | Genre: K-pop | 
Artist 339/948 | Stage Name: Oh Jong-hyuk | Full Name: Oh Jong-hyuk | Gender: Unknown | Birth Year: 1983-02-16 | Age: 43 | Birth Place: Susaek-dong, Eunpyeong District, Seoul, South Korea | Nationality: Korean | Occupation(s):  | Years Active: Not found | Group: Click-B | Genre: K-pop, hip hop, pop rock, dance | 
Artist 340/948 | Stage Name: Kevin Oh | Full Name: Oh Won-geun | Gender: Male | Birth Year: 1990-08-29 | Age: 35 | Birth Place: Long Island, New York, United States | Nationality: Korean | Occupation(s): Singer-songwriter | Years Active: 2016–present | Group: None | Genre: K-pop | 
Artist 341/948 | Stage Name: Ok Taec-yeon | Full Name: Ok Taec-yeon | Gender: Male | Birth Year: 1988-12-27 | Age: 37 | Birth Place: Gangnam District, Seoul, South Korea | Nationality: Korean | Occupation(s): Rapper, singer, actor, entrepreneur | Years Active: 2008–present | Group: 2PM | Genre: K-pop, J-pop, R&B, hip-hop, electronic | 
Artist 342/948 | Stage Name: One (rapper) | Full Name: Jung Jae-won | Gender: Male | Birth Year: 1994-03-29 | Age: 31 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Rapper, singer, songwriter, actor | Years Active: 2015–2020 | Group: None | Genre: K-pop | 
Artist 343/948 | Stage Name: Onew | Full Name: Lee Jin-ki | Gender: Male | Birth Year: 1989-12-14 | Age: 36 | Birth Place: Gwangmyeong, Gyeonggi Province, South Korea | Nationality: Korean | Occupation(s): Singer, actor, songwriter | Years Active: 2008–present | Group: Shinee | Genre: K-pop, J-pop, R&B, EDM, hip hop | 
Artist 344/948 | Stage Name: Ong Seong-wu | Full Name: Ong Seong-wu | Gender: Male | Birth Year: 1995-08-25 | Age: 30 | Birth Place: Incheon, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2017–present | Group: None | Genre: K-pop | 
Artist 345/948 | Stage Name: P.O | Full Name: Pyo Ji-hoon | Gender: Male | Birth Year: 1993-02-02 | Age: 33 | Birth Place: Mapo District, Seoul, South Korea | Nationality: Korean | Occupation(s): Rapper, singer, actor | Years Active: 2011–present | Group: Block B | Genre: K-pop, hip hop | 
Artist 346/948 | Stage Name: Parc Jae-jung | Full Name: Parc Jae-jung | Gender: Male | Birth Year: 1995-12-25 | Age: 30 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, songwriter | Years Active: 2013–present | Group: MSG Wannabe | Genre: Ballad, R&B | 
Artist 347/948 | Stage Name: Bernard Park | Full Name: Bernard Park | Gender: Male | Birth Year: 1993-01-29 | Age: 33 | Birth Place: Chicago, Illinois, U.S. | Nationality: American | Occupation(s):  | Years Active: 2013–present | Group: None | Genre: K-pop | 
Artist 348/948 | Stage Name: Park Geon-il | Full Name: Park Geon-il | Gender: Male | Birth Year: 1987-11-05 | Age: 38 | Birth Place: Seoul, South Korea | Nationality: South Korean | Occupation(s):  | Years Active: 2000–present | Group: Supernova | Genre: K-pop, J-pop | 
Artist 349/948 | Stage Name: Park Hyung-sik | Full Name: Park Hyung-sik | Gender: Male | Birth Year: 1991-11-16 | Age: 34 | Birth Place: Yongin, South Korea | Nationality: Korean | Occupation(s): Actor, singer | Years Active: 2010–present | Group: ZE:A | Genre: K-pop, dance | 
Artist 350/948 | Stage Name: J.Y. Park | Full Name: Park Jin-young | Gender: Male | Birth Year: 1971-12-13 | Age: 54 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer-songwriter, record producer, reality television judge, record executive | Years Active: 1992–present | Group: None | Genre: K-pop | 
Artist 351/948 | Stage Name: Jae Park | Full Name: Park Jae-hyung | Gender: Male | Birth Year: 1992-09-15 | Age: 33 | Birth Place: Buenos Aires, Argentina | Nationality: Korean | Occupation(s): Singer, songwriter, musician | Years Active: 2015–present | Group: Day6 | Genre: Pop rock, K-pop, pop punk, power pop | 
Artist 352/948 | Stage Name: Park Jae-chan | Full Name: Park Jae-chan | Gender: Male | Birth Year: 2001-12-06 | Age: 24 | Birth Place: Daegu, North Gyeongsang Province, South Korea | Nationality: Korean | Occupation(s): Singer, actor, songwriter | Years Active: 2019–present | Group: DKZ | Genre: K-pop | 
Artist 353/948 | Stage Name: Jay Park | Full Name: Park Jae-beom | Gender: Male | Birth Year: 1987-04-25 | Age: 38 | Birth Place: Edmonds, Washington, U.S. | Nationality: Korean | Occupation(s): Rapper, singer, songwriter, record producer, dancer, entrepreneur | Years Active: 2008  –present | Group: None | Genre: K-pop | 
Artist 354/948 | Stage Name: Park Ji-hoon | Full Name: Park Ji-hoon | Gender: Male | Birth Year: 1999-05-29 | Age: 26 | Birth Place: Masan, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 2006–present | Group: None | Genre: K-pop, EDM, Hip hop, R&B | 
Artist 355/948 | Stage Name: John Park (musician) | Full Name: John Andrew Park | Gender: Male | Birth Year: 1988-09-13 | Age: 37 | Birth Place: Chicago, Illinois, U.S. | Nationality: American | Occupation(s): Singer, songwriter, host | Years Active: 2010–present | Group: None | Genre: K-pop | 
Artist 356/948 | Stage Name: Joon Park | Full Name: Park Joon-hyung | Gender: Male | Birth Year: 1969-07-20 | Age: 56 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 1999–present | Group: g.o.d | Genre: K-pop, R&B | 
Artist 357/948 | Stage Name: Park Jung-min (singer) | Full Name: Park Jung-Min | Gender: Male | Birth Year: 1987-04-03 | Age: 38 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, Dancer, DJ, MC, Actor, Model | Years Active: 2005–present | Group: SS501 | Genre: K-pop, J-pop, dance, R&B | 
Artist 358/948 | Stage Name: Park Kyung | Full Name: Park Kyung | Gender: Male | Birth Year: 1992-07-08 | Age: 33 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Rapper, record producer | Years Active: 2011–present | Group: Block B | Genre: K-pop, hip hop | 
Artist 359/948 | Stage Name: Park Seo-ham | Full Name: Park Gyeong-bok | Gender: Male | Birth Year: 1993-10-28 | Age: 32 | Birth Place: Jeongwang-dong, Siheung, South Korea | Nationality: Korean | Occupation(s): Actor | Years Active: 2016  –present | Group: KNK | Genre: K-pop | 
Artist 360/948 | Stage Name: Park Si-hwan | Full Name: Park Si-hwan | Gender: Male | Birth Year: 1987-07-30 | Age: 38 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s):  | Years Active: 2013-present | Group: None | Genre: K-pop | 
Artist 361/948 | Stage Name: Park Sun-ho | Full Name: Park Sun-ho | Gender: Male | Birth Year: 1993-05-09 | Age: 32 | Birth Place: Seodaemun District, Seoul, South Korea | Nationality: Korean | Occupation(s): Actor, model, singer | Years Active: Not found | Group: None | Genre: K-pop | 
Artist 362/948 | Stage Name: Teddy Park | Full Name: Park Hong-jun | Gender: Male | Birth Year: 1978-09-14 | Age: 47 | Birth Place: Seoul, South Korea | Nationality: American | Occupation(s): Rapper, songwriter, record producer | Years Active: 1998–present | Group: 1TYM | Genre: K-pop, hip hop | 
Artist 363/948 | Stage Name: Park Woo-jin | Full Name: Park Woo-jin | Gender: Male | Birth Year: 1999-11-02 | Age: 26 | Birth Place: Busan, South Korea | Nationality: Korean | Occupation(s): Rapper, singer, dancer, songwriter | Years Active: 2017–present | Group: AB6IX | Genre: K-pop, deep house, hip hop, R&B, pop rock | 
Artist 364/948 | Stage Name: Park Yong-ha | Full Name: Park Yong-ha | Gender: Unknown | Birth Year: 1977-08-12 | Age: 48 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer, actor | Years Active: 1994–2010 | Group: None | Genre: K-pop | 
Artist 365/948 | Stage Name: Park Yoo-chun | Full Name: Park Yoo-chun | Gender: Male | Birth Year: 1986-06-04 | Age: 39 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Singer-songwriter, actor | Years Active: 2003–present | Group: TVXQ | Genre: K-pop, pop, dance, R&B, electronic, rock | 
Artist 366/948 | Stage Name: Psy | Full Name: Park Jae-sang | Gender: Male | Birth Year: 1977-12-31 | Age: 48 | Birth Place: Seoul, South Korea | Nationality: Korean | Occupation(s): Rapper, singer, songwriter, record producer | Years Active: 1999–present | Group: None | Genre: K-pop | 
